"ano","juri","juri_nombre","sexo_codigo","sexo_nombre","edad","poblacion"
2022,"58","NEUQUÉN","2","Mujeres","95-99",389
2022,"58","NEUQUÉN","0","Ambos sexos","100 y más",125
2022,"58","NEUQUÉN","1","Varones","100 y más",32
2022,"58","NEUQUÉN","2","Mujeres","100 y más",93
2023,"58","NEUQUÉN","0","Ambos sexos","0-4",55572
2023,"58","NEUQUÉN","1","Varones","0-4",28626
2023,"58","NEUQUÉN","2","Mujeres","0-4",26946
2023,"58","NEUQUÉN","0","Ambos sexos","5-9",57371
2023,"58","NEUQUÉN","1","Varones","5-9",29526
2023,"58","NEUQUÉN","2","Mujeres","5-9",27845
2023,"58","NEUQUÉN","0","Ambos sexos","10-14",57771
2023,"58","NEUQUÉN","1","Varones","10-14",29754
2023,"58","NEUQUÉN","2","Mujeres","10-14",28017
2023,"58","NEUQUÉN","0","Ambos sexos","15-19",53075
2023,"58","NEUQUÉN","1","Varones","15-19",27257
2023,"58","NEUQUÉN","2","Mujeres","15-19",25818
2023,"58","NEUQUÉN","0","Ambos sexos","20-24",50666
2023,"58","NEUQUÉN","1","Varones","20-24",25984
2023,"58","NEUQUÉN","2","Mujeres","20-24",24682
2023,"58","NEUQUÉN","0","Ambos sexos","25-29",51733
2023,"58","NEUQUÉN","1","Varones","25-29",26381
2023,"58","NEUQUÉN","2","Mujeres","25-29",25352
2023,"58","NEUQUÉN","0","Ambos sexos","30-34",52276
2023,"58","NEUQUÉN","1","Varones","30-34",26440
2023,"58","NEUQUÉN","2","Mujeres","30-34",25836
2023,"58","NEUQUÉN","0","Ambos sexos","35-39",49273
2023,"58","NEUQUÉN","1","Varones","35-39",24556
2023,"58","NEUQUÉN","2","Mujeres","35-39",24717
2023,"58","NEUQUÉN","0","Ambos sexos","40-44",47980
2023,"58","NEUQUÉN","1","Varones","40-44",23619
2023,"58","NEUQUÉN","2","Mujeres","40-44",24361
2023,"58","NEUQUÉN","0","Ambos sexos","45-49",45404
2023,"58","NEUQUÉN","1","Varones","45-49",22249
2023,"58","NEUQUÉN","2","Mujeres","45-49",23155
2023,"58","NEUQUÉN","0","Ambos sexos","50-54",38060
2023,"58","NEUQUÉN","1","Varones","50-54",18452
2023,"58","NEUQUÉN","2","Mujeres","50-54",19608
2023,"58","NEUQUÉN","0","Ambos sexos","55-59",32607
2023,"58","NEUQUÉN","1","Varones","55-59",15599
2023,"58","NEUQUÉN","2","Mujeres","55-59",17008
2023,"58","NEUQUÉN","0","Ambos sexos","60-64",28679
2023,"58","NEUQUÉN","1","Varones","60-64",13607
2023,"58","NEUQUÉN","2","Mujeres","60-64",15072
2023,"58","NEUQUÉN","0","Ambos sexos","65-69",23600
2023,"58","NEUQUÉN","1","Varones","65-69",11112
2023,"58","NEUQUÉN","2","Mujeres","65-69",12488
2023,"58","NEUQUÉN","0","Ambos sexos","70-74",18296
2023,"58","NEUQUÉN","1","Varones","70-74",8390
2023,"58","NEUQUÉN","2","Mujeres","70-74",9906
2023,"58","NEUQUÉN","0","Ambos sexos","75-79",12507
2023,"58","NEUQUÉN","1","Varones","75-79",5465
2023,"58","NEUQUÉN","2","Mujeres","75-79",7042
2023,"58","NEUQUÉN","0","Ambos sexos","80-84",7441
2023,"58","NEUQUÉN","1","Varones","80-84",2982
2023,"58","NEUQUÉN","2","Mujeres","80-84",4459
2023,"58","NEUQUÉN","0","Ambos sexos","85-89",4013
2023,"58","NEUQUÉN","1","Varones","85-89",1418
2023,"58","NEUQUÉN","2","Mujeres","85-89",2595
2023,"58","NEUQUÉN","0","Ambos sexos","90-94",1813
2023,"58","NEUQUÉN","1","Varones","90-94",556
2023,"58","NEUQUÉN","2","Mujeres","90-94",1257
2023,"58","NEUQUÉN","0","Ambos sexos","95-99",576
2023,"58","NEUQUÉN","1","Varones","95-99",158
2023,"58","NEUQUÉN","2","Mujeres","95-99",418
2023,"58","NEUQUÉN","0","Ambos sexos","100 y más",137
2023,"58","NEUQUÉN","1","Varones","100 y más",36
2023,"58","NEUQUÉN","2","Mujeres","100 y más",101
2024,"58","NEUQUÉN","0","Ambos sexos","0-4",55291
2024,"58","NEUQUÉN","1","Varones","0-4",28481
2024,"58","NEUQUÉN","2","Mujeres","0-4",26810
2024,"58","NEUQUÉN","0","Ambos sexos","5-9",57029
2024,"58","NEUQUÉN","1","Varones","5-9",29351
2024,"58","NEUQUÉN","2","Mujeres","5-9",27678
2024,"58","NEUQUÉN","0","Ambos sexos","10-14",58288
2024,"58","NEUQUÉN","1","Varones","10-14",30006
2024,"58","NEUQUÉN","2","Mujeres","10-14",28282
2024,"58","NEUQUÉN","0","Ambos sexos","15-19",53713
2024,"58","NEUQUÉN","1","Varones","15-19",27621
2024,"58","NEUQUÉN","2","Mujeres","15-19",26092
2024,"58","NEUQUÉN","0","Ambos sexos","20-24",50880
2024,"58","NEUQUÉN","1","Varones","20-24",26105
2024,"58","NEUQUÉN","2","Mujeres","20-24",24775
2024,"58","NEUQUÉN","0","Ambos sexos","25-29",51365
2024,"58","NEUQUÉN","1","Varones","25-29",26220
2024,"58","NEUQUÉN","2","Mujeres","25-29",25145
2024,"58","NEUQUÉN","0","Ambos sexos","30-34",52935
2024,"58","NEUQUÉN","1","Varones","30-34",26791
2024,"58","NEUQUÉN","2","Mujeres","30-34",26144
2024,"58","NEUQUÉN","0","Ambos sexos","35-39",49773
2024,"58","NEUQUÉN","1","Varones","35-39",24904
2024,"58","NEUQUÉN","2","Mujeres","35-39",24869
2024,"58","NEUQUÉN","0","Ambos sexos","40-44",48008
2024,"58","NEUQUÉN","1","Varones","40-44",23637
2024,"58","NEUQUÉN","2","Mujeres","40-44",24371
2024,"58","NEUQUÉN","0","Ambos sexos","45-49",46411
2024,"58","NEUQUÉN","1","Varones","45-49",22746
2024,"58","NEUQUÉN","2","Mujeres","45-49",23665
2024,"58","NEUQUÉN","0","Ambos sexos","50-54",39394
2024,"58","NEUQUÉN","1","Varones","50-54",19125
2024,"58","NEUQUÉN","2","Mujeres","50-54",20269
2024,"58","NEUQUÉN","0","Ambos sexos","55-59",33191
2024,"58","NEUQUÉN","1","Varones","55-59",15882
2024,"58","NEUQUÉN","2","Mujeres","55-59",17309
2024,"58","NEUQUÉN","0","Ambos sexos","60-64",29326
2024,"58","NEUQUÉN","1","Varones","60-64",13877
2024,"58","NEUQUÉN","2","Mujeres","60-64",15449
2024,"58","NEUQUÉN","0","Ambos sexos","65-69",24273
2024,"58","NEUQUÉN","1","Varones","65-69",11396
2024,"58","NEUQUÉN","2","Mujeres","65-69",12877
2024,"58","NEUQUÉN","0","Ambos sexos","70-74",18996
2024,"58","NEUQUÉN","1","Varones","70-74",8698
2024,"58","NEUQUÉN","2","Mujeres","70-74",10298
2024,"58","NEUQUÉN","0","Ambos sexos","75-79",13200
2024,"58","NEUQUÉN","1","Varones","75-79",5761
2024,"58","NEUQUÉN","2","Mujeres","75-79",7439
2024,"58","NEUQUÉN","0","Ambos sexos","80-84",7868
2024,"58","NEUQUÉN","1","Varones","80-84",3164
2024,"58","NEUQUÉN","2","Mujeres","80-84",4704
2024,"58","NEUQUÉN","0","Ambos sexos","85-89",4210
2024,"58","NEUQUÉN","1","Varones","85-89",1494
2024,"58","NEUQUÉN","2","Mujeres","85-89",2716
2024,"58","NEUQUÉN","0","Ambos sexos","90-94",1911
2024,"58","NEUQUÉN","1","Varones","90-94",588
2024,"58","NEUQUÉN","2","Mujeres","90-94",1323
2024,"58","NEUQUÉN","0","Ambos sexos","95-99",621
2024,"58","NEUQUÉN","1","Varones","95-99",169
2024,"58","NEUQUÉN","2","Mujeres","95-99",452
2024,"58","NEUQUÉN","0","Ambos sexos","100 y más",150
2024,"58","NEUQUÉN","1","Varones","100 y más",39
2024,"58","NEUQUÉN","2","Mujeres","100 y más",111
2025,"58","NEUQUÉN","0","Ambos sexos","0-4",55048
2025,"58","NEUQUÉN","1","Varones","0-4",28356
2025,"58","NEUQUÉN","2","Mujeres","0-4",26692
2025,"58","NEUQUÉN","0","Ambos sexos","5-9",56692
2025,"58","NEUQUÉN","1","Varones","5-9",29177
2025,"58","NEUQUÉN","2","Mujeres","5-9",27515
2025,"58","NEUQUÉN","0","Ambos sexos","10-14",58412
2025,"58","NEUQUÉN","1","Varones","10-14",30043
2025,"58","NEUQUÉN","2","Mujeres","10-14",28369
2025,"58","NEUQUÉN","0","Ambos sexos","15-19",54601
2025,"58","NEUQUÉN","1","Varones","15-19",28124
2025,"58","NEUQUÉN","2","Mujeres","15-19",26477
2025,"58","NEUQUÉN","0","Ambos sexos","20-24",51147
2025,"58","NEUQUÉN","1","Varones","20-24",26259
2025,"58","NEUQUÉN","2","Mujeres","20-24",24888
2025,"58","NEUQUÉN","0","Ambos sexos","25-29",51068
2025,"58","NEUQUÉN","1","Varones","25-29",26089
2025,"58","NEUQUÉN","2","Mujeres","25-29",24979
2025,"58","NEUQUÉN","0","Ambos sexos","30-34",53354
2025,"58","NEUQUÉN","1","Varones","30-34",27012
2025,"58","NEUQUÉN","2","Mujeres","30-34",26342
2025,"58","NEUQUÉN","0","Ambos sexos","35-39",50336
2025,"58","NEUQUÉN","1","Varones","35-39",25278
2025,"58","NEUQUÉN","2","Mujeres","35-39",25058
2025,"58","NEUQUÉN","0","Ambos sexos","40-44",48173
2025,"58","NEUQUÉN","1","Varones","40-44",23749
2025,"58","NEUQUÉN","2","Mujeres","40-44",24424
2025,"58","NEUQUÉN","0","Ambos sexos","45-49",47096
2025,"58","NEUQUÉN","1","Varones","45-49",23077
2025,"58","NEUQUÉN","2","Mujeres","45-49",24019
2025,"58","NEUQUÉN","0","Ambos sexos","50-54",40784
2025,"58","NEUQUÉN","1","Varones","50-54",19828
2025,"58","NEUQUÉN","2","Mujeres","50-54",20956
2025,"58","NEUQUÉN","0","Ambos sexos","55-59",33935
2025,"58","NEUQUÉN","1","Varones","55-59",16245
2025,"58","NEUQUÉN","2","Mujeres","55-59",17690
2025,"58","NEUQUÉN","0","Ambos sexos","60-64",29893
2025,"58","NEUQUÉN","1","Varones","60-64",14116
2025,"58","NEUQUÉN","2","Mujeres","60-64",15777
2025,"58","NEUQUÉN","0","Ambos sexos","65-69",24961
2025,"58","NEUQUÉN","1","Varones","65-69",11686
2025,"58","NEUQUÉN","2","Mujeres","65-69",13275
2025,"58","NEUQUÉN","0","Ambos sexos","70-74",19685
2025,"58","NEUQUÉN","1","Varones","70-74",8996
2025,"58","NEUQUÉN","2","Mujeres","70-74",10689
2025,"58","NEUQUÉN","0","Ambos sexos","75-79",13888
2025,"58","NEUQUÉN","1","Varones","75-79",6055
2025,"58","NEUQUÉN","2","Mujeres","75-79",7833
2025,"58","NEUQUÉN","0","Ambos sexos","80-84",8325
2025,"58","NEUQUÉN","1","Varones","80-84",3353
2025,"58","NEUQUÉN","2","Mujeres","80-84",4972
2025,"58","NEUQUÉN","0","Ambos sexos","85-89",4434
2025,"58","NEUQUÉN","1","Varones","85-89",1581
2025,"58","NEUQUÉN","2","Mujeres","85-89",2853
2025,"58","NEUQUÉN","0","Ambos sexos","90-94",2010
2025,"58","NEUQUÉN","1","Varones","90-94",623
2025,"58","NEUQUÉN","2","Mujeres","90-94",1387
2025,"58","NEUQUÉN","0","Ambos sexos","95-99",666
2025,"58","NEUQUÉN","1","Varones","95-99",180
2025,"58","NEUQUÉN","2","Mujeres","95-99",486
2025,"58","NEUQUÉN","0","Ambos sexos","100 y más",165
2025,"58","NEUQUÉN","1","Varones","100 y más",43
2025,"58","NEUQUÉN","2","Mujeres","100 y más",122
2026,"58","NEUQUÉN","0","Ambos sexos","0-4",54845
2026,"58","NEUQUÉN","1","Varones","0-4",28251
2026,"58","NEUQUÉN","2","Mujeres","0-4",26594
2026,"58","NEUQUÉN","0","Ambos sexos","5-9",56351
2026,"58","NEUQUÉN","1","Varones","5-9",29001
2026,"58","NEUQUÉN","2","Mujeres","5-9",27350
2026,"58","NEUQUÉN","0","Ambos sexos","10-14",58104
2026,"58","NEUQUÉN","1","Varones","10-14",29882
2026,"58","NEUQUÉN","2","Mujeres","10-14",28222
2026,"58","NEUQUÉN","0","Ambos sexos","15-19",55776
2026,"58","NEUQUÉN","1","Varones","15-19",28740
2026,"58","NEUQUÉN","2","Mujeres","15-19",27036
2026,"58","NEUQUÉN","0","Ambos sexos","20-24",51451
2026,"58","NEUQUÉN","1","Varones","20-24",26434
2026,"58","NEUQUÉN","2","Mujeres","20-24",25017
2026,"58","NEUQUÉN","0","Ambos sexos","25-29",50926
2026,"58","NEUQUÉN","1","Varones","25-29",26041
2026,"58","NEUQUÉN","2","Mujeres","25-29",24885
2026,"58","NEUQUÉN","0","Ambos sexos","30-34",53474
2026,"58","NEUQUÉN","1","Varones","30-34",27085
2026,"58","NEUQUÉN","2","Mujeres","30-34",26389
2026,"58","NEUQUÉN","0","Ambos sexos","35-39",51006
2026,"58","NEUQUÉN","1","Varones","35-39",25693
2026,"58","NEUQUÉN","2","Mujeres","35-39",25313
2026,"58","NEUQUÉN","0","Ambos sexos","40-44",48452
2026,"58","NEUQUÉN","1","Varones","40-44",23928
2026,"58","NEUQUÉN","2","Mujeres","40-44",24524
2026,"58","NEUQUÉN","0","Ambos sexos","45-49",47472
2026,"58","NEUQUÉN","1","Varones","45-49",23258
2026,"58","NEUQUÉN","2","Mujeres","45-49",24214
2026,"58","NEUQUÉN","0","Ambos sexos","50-54",42201
2026,"58","NEUQUÉN","1","Varones","50-54",20543
2026,"58","NEUQUÉN","2","Mujeres","50-54",21658
2026,"58","NEUQUÉN","0","Ambos sexos","55-59",34850
2026,"58","NEUQUÉN","1","Varones","55-59",16697
2026,"58","NEUQUÉN","2","Mujeres","55-59",18153
2026,"58","NEUQUÉN","0","Ambos sexos","60-64",30396
2026,"58","NEUQUÉN","1","Varones","60-64",14333
2026,"58","NEUQUÉN","2","Mujeres","60-64",16063
2026,"58","NEUQUÉN","0","Ambos sexos","65-69",25655
2026,"58","NEUQUÉN","1","Varones","65-69",11975
2026,"58","NEUQUÉN","2","Mujeres","65-69",13680
2026,"58","NEUQUÉN","0","Ambos sexos","70-74",20340
2026,"58","NEUQUÉN","1","Varones","70-74",9281
2026,"58","NEUQUÉN","2","Mujeres","70-74",11059
2026,"58","NEUQUÉN","0","Ambos sexos","75-79",14567
2026,"58","NEUQUÉN","1","Varones","75-79",6341
2026,"58","NEUQUÉN","2","Mujeres","75-79",8226
2026,"58","NEUQUÉN","0","Ambos sexos","80-84",8836
2026,"58","NEUQUÉN","1","Varones","80-84",3564
2026,"58","NEUQUÉN","2","Mujeres","80-84",5272
2026,"58","NEUQUÉN","0","Ambos sexos","85-89",4675
2026,"58","NEUQUÉN","1","Varones","85-89",1676
2026,"58","NEUQUÉN","2","Mujeres","85-89",2999
2026,"58","NEUQUÉN","0","Ambos sexos","90-94",2112
2026,"58","NEUQUÉN","1","Varones","90-94",656
2026,"58","NEUQUÉN","2","Mujeres","90-94",1456
2026,"58","NEUQUÉN","0","Ambos sexos","95-99",715
2026,"58","NEUQUÉN","1","Varones","95-99",194
2026,"58","NEUQUÉN","2","Mujeres","95-99",521
2026,"58","NEUQUÉN","0","Ambos sexos","100 y más",179
2026,"58","NEUQUÉN","1","Varones","100 y más",46
2026,"58","NEUQUÉN","2","Mujeres","100 y más",133
2027,"58","NEUQUÉN","0","Ambos sexos","0-4",54675
2027,"58","NEUQUÉN","1","Varones","0-4",28164
2027,"58","NEUQUÉN","2","Mujeres","0-4",26511
2027,"58","NEUQUÉN","0","Ambos sexos","5-9",56031
2027,"58","NEUQUÉN","1","Varones","5-9",28836
2027,"58","NEUQUÉN","2","Mujeres","5-9",27195
2027,"58","NEUQUÉN","0","Ambos sexos","10-14",57778
2027,"58","NEUQUÉN","1","Varones","10-14",29714
2027,"58","NEUQUÉN","2","Mujeres","10-14",28064
2027,"58","NEUQUÉN","0","Ambos sexos","15-19",56784
2027,"58","NEUQUÉN","1","Varones","15-19",29262
2027,"58","NEUQUÉN","2","Mujeres","15-19",27522
2027,"58","NEUQUÉN","0","Ambos sexos","20-24",51819
2027,"58","NEUQUÉN","1","Varones","20-24",26648
2027,"58","NEUQUÉN","2","Mujeres","20-24",25171
2027,"58","NEUQUÉN","0","Ambos sexos","25-29",50937
2027,"58","NEUQUÉN","1","Varones","25-29",26057
2027,"58","NEUQUÉN","2","Mujeres","25-29",24880
2027,"58","NEUQUÉN","0","Ambos sexos","30-34",53319
2027,"58","NEUQUÉN","1","Varones","30-34",27028
2027,"58","NEUQUÉN","2","Mujeres","30-34",26291
2027,"58","NEUQUÉN","0","Ambos sexos","35-39",51791
2027,"58","NEUQUÉN","1","Varones","35-39",26141
2027,"58","NEUQUÉN","2","Mujeres","35-39",25650
2027,"58","NEUQUÉN","0","Ambos sexos","40-44",48808
2027,"58","NEUQUÉN","1","Varones","40-44",24178
2027,"58","NEUQUÉN","2","Mujeres","40-44",24630
2027,"58","NEUQUÉN","0","Ambos sexos","45-49",47621
2027,"58","NEUQUÉN","1","Varones","45-49",23326
2027,"58","NEUQUÉN","2","Mujeres","45-49",24295
2027,"58","NEUQUÉN","0","Ambos sexos","50-54",43548
2027,"58","NEUQUÉN","1","Varones","50-54",21217
2027,"58","NEUQUÉN","2","Mujeres","50-54",22331
2027,"58","NEUQUÉN","0","Ambos sexos","55-59",35939
2027,"58","NEUQUÉN","1","Varones","55-59",17239
2027,"58","NEUQUÉN","2","Mujeres","55-59",18700
2027,"58","NEUQUÉN","0","Ambos sexos","60-64",30864
2027,"58","NEUQUÉN","1","Varones","60-64",14545
2027,"58","NEUQUÉN","2","Mujeres","60-64",16319
2027,"58","NEUQUÉN","0","Ambos sexos","65-69",26352
2027,"58","NEUQUÉN","1","Varones","65-69",12259
2027,"58","NEUQUÉN","2","Mujeres","65-69",14093
2027,"58","NEUQUÉN","0","Ambos sexos","70-74",20981
2027,"58","NEUQUÉN","1","Varones","70-74",9557
2027,"58","NEUQUÉN","2","Mujeres","70-74",11424
2027,"58","NEUQUÉN","0","Ambos sexos","75-79",15235
2027,"58","NEUQUÉN","1","Varones","75-79",6626
2027,"58","NEUQUÉN","2","Mujeres","75-79",8609
2027,"58","NEUQUÉN","0","Ambos sexos","80-84",9372
2027,"58","NEUQUÉN","1","Varones","80-84",3780
2027,"58","NEUQUÉN","2","Mujeres","80-84",5592
2027,"58","NEUQUÉN","0","Ambos sexos","85-89",4937
2027,"58","NEUQUÉN","1","Varones","85-89",1779
2027,"58","NEUQUÉN","2","Mujeres","85-89",3158
2027,"58","NEUQUÉN","0","Ambos sexos","90-94",2224
2027,"58","NEUQUÉN","1","Varones","90-94",695
2027,"58","NEUQUÉN","2","Mujeres","90-94",1529
2027,"58","NEUQUÉN","0","Ambos sexos","95-99",762
2027,"58","NEUQUÉN","1","Varones","95-99",207
2027,"58","NEUQUÉN","2","Mujeres","95-99",555
2027,"58","NEUQUÉN","0","Ambos sexos","100 y más",196
2027,"58","NEUQUÉN","1","Varones","100 y más",50
2027,"58","NEUQUÉN","2","Mujeres","100 y más",146
2028,"58","NEUQUÉN","0","Ambos sexos","0-4",54545
2028,"58","NEUQUÉN","1","Varones","0-4",28097
2028,"58","NEUQUÉN","2","Mujeres","0-4",26448
2028,"58","NEUQUÉN","0","Ambos sexos","5-9",55723
2028,"58","NEUQUÉN","1","Varones","5-9",28675
2028,"58","NEUQUÉN","2","Mujeres","5-9",27048
2028,"58","NEUQUÉN","0","Ambos sexos","10-14",57439
2028,"58","NEUQUÉN","1","Varones","10-14",29541
2028,"58","NEUQUÉN","2","Mujeres","10-14",27898
2028,"58","NEUQUÉN","0","Ambos sexos","15-19",57570
2028,"58","NEUQUÉN","1","Varones","15-19",29662
2028,"58","NEUQUÉN","2","Mujeres","15-19",27908
2028,"58","NEUQUÉN","0","Ambos sexos","20-24",52317
2028,"58","NEUQUÉN","1","Varones","20-24",26935
2028,"58","NEUQUÉN","2","Mujeres","20-24",25382
2028,"58","NEUQUÉN","0","Ambos sexos","25-29",51058
2028,"58","NEUQUÉN","1","Varones","25-29",26140
2028,"58","NEUQUÉN","2","Mujeres","25-29",24918
2028,"58","NEUQUÉN","0","Ambos sexos","30-34",52993
2028,"58","NEUQUÉN","1","Varones","30-34",26881
2028,"58","NEUQUÉN","2","Mujeres","30-34",26112
2028,"58","NEUQUÉN","0","Ambos sexos","35-39",52593
2028,"58","NEUQUÉN","1","Varones","35-39",26574
2028,"58","NEUQUÉN","2","Mujeres","35-39",26019
2028,"58","NEUQUÉN","0","Ambos sexos","40-44",49220
2028,"58","NEUQUÉN","1","Varones","40-44",24471
2028,"58","NEUQUÉN","2","Mujeres","40-44",24749
2028,"58","NEUQUÉN","0","Ambos sexos","45-49",47646
2028,"58","NEUQUÉN","1","Varones","45-49",23344
2028,"58","NEUQUÉN","2","Mujeres","45-49",24302
2028,"58","NEUQUÉN","0","Ambos sexos","50-54",44767
2028,"58","NEUQUÉN","1","Varones","50-54",21819
2028,"58","NEUQUÉN","2","Mujeres","50-54",22948
2028,"58","NEUQUÉN","0","Ambos sexos","55-59",37156
2028,"58","NEUQUÉN","1","Varones","55-59",17846
2028,"58","NEUQUÉN","2","Mujeres","55-59",19310
2028,"58","NEUQUÉN","0","Ambos sexos","60-64",31359
2028,"58","NEUQUÉN","1","Varones","60-64",14781
2028,"58","NEUQUÉN","2","Mujeres","60-64",16578
2028,"58","NEUQUÉN","0","Ambos sexos","65-69",27024
2028,"58","NEUQUÉN","1","Varones","65-69",12528
2028,"58","NEUQUÉN","2","Mujeres","65-69",14496
2028,"58","NEUQUÉN","0","Ambos sexos","70-74",21620
2028,"58","NEUQUÉN","1","Varones","70-74",9831
2028,"58","NEUQUÉN","2","Mujeres","70-74",11789
2028,"58","NEUQUÉN","0","Ambos sexos","75-79",15885
2028,"58","NEUQUÉN","1","Varones","75-79",6900
2028,"58","NEUQUÉN","2","Mujeres","75-79",8985
2028,"58","NEUQUÉN","0","Ambos sexos","80-84",9934
2028,"58","NEUQUÉN","1","Varones","80-84",4009
2028,"58","NEUQUÉN","2","Mujeres","80-84",5925
2028,"58","NEUQUÉN","0","Ambos sexos","85-89",5223
2028,"58","NEUQUÉN","1","Varones","85-89",1889
2028,"58","NEUQUÉN","2","Mujeres","85-89",3334
2028,"58","NEUQUÉN","0","Ambos sexos","90-94",2346
2028,"58","NEUQUÉN","1","Varones","90-94",738
2028,"58","NEUQUÉN","2","Mujeres","90-94",1608
2028,"58","NEUQUÉN","0","Ambos sexos","95-99",814
2028,"58","NEUQUÉN","1","Varones","95-99",224
2028,"58","NEUQUÉN","2","Mujeres","95-99",590
2028,"58","NEUQUÉN","0","Ambos sexos","100 y más",212
2028,"58","NEUQUÉN","1","Varones","100 y más",52
2028,"58","NEUQUÉN","2","Mujeres","100 y más",160
2029,"58","NEUQUÉN","0","Ambos sexos","0-4",54447
2029,"58","NEUQUÉN","1","Varones","0-4",28047
2029,"58","NEUQUÉN","2","Mujeres","0-4",26400
2029,"58","NEUQUÉN","0","Ambos sexos","5-9",55443
2029,"58","NEUQUÉN","1","Varones","5-9",28529
2029,"58","NEUQUÉN","2","Mujeres","5-9",26914
2029,"58","NEUQUÉN","0","Ambos sexos","10-14",57102
2029,"58","NEUQUÉN","1","Varones","10-14",29369
2029,"58","NEUQUÉN","2","Mujeres","10-14",27733
2029,"58","NEUQUÉN","0","Ambos sexos","15-19",58081
2029,"58","NEUQUÉN","1","Varones","15-19",29910
2029,"58","NEUQUÉN","2","Mujeres","15-19",28171
2029,"58","NEUQUÉN","0","Ambos sexos","20-24",52954
2029,"58","NEUQUÉN","1","Varones","20-24",27301
2029,"58","NEUQUÉN","2","Mujeres","20-24",25653
2029,"58","NEUQUÉN","0","Ambos sexos","25-29",51273
2029,"58","NEUQUÉN","1","Varones","25-29",26261
2029,"58","NEUQUÉN","2","Mujeres","25-29",25012
2029,"58","NEUQUÉN","0","Ambos sexos","30-34",52627
2029,"58","NEUQUÉN","1","Varones","30-34",26721
2029,"58","NEUQUÉN","2","Mujeres","30-34",25906
2029,"58","NEUQUÉN","0","Ambos sexos","35-39",53251
2029,"58","NEUQUÉN","1","Varones","35-39",26928
2029,"58","NEUQUÉN","2","Mujeres","35-39",26323
2029,"58","NEUQUÉN","0","Ambos sexos","40-44",49718
2029,"58","NEUQUÉN","1","Varones","40-44",24818
2029,"58","NEUQUÉN","2","Mujeres","40-44",24900
2029,"58","NEUQUÉN","0","Ambos sexos","45-49",47683
2029,"58","NEUQUÉN","1","Varones","45-49",23364
2029,"58","NEUQUÉN","2","Mujeres","45-49",24319
2029,"58","NEUQUÉN","0","Ambos sexos","50-54",45765
2029,"58","NEUQUÉN","1","Varones","50-54",22312
2029,"58","NEUQUÉN","2","Mujeres","50-54",23453
2029,"58","NEUQUÉN","0","Ambos sexos","55-59",38465
2029,"58","NEUQUÉN","1","Varones","55-59",18504
2029,"58","NEUQUÉN","2","Mujeres","55-59",19961
2029,"58","NEUQUÉN","0","Ambos sexos","60-64",31940
2029,"58","NEUQUÉN","1","Varones","60-64",15060
2029,"58","NEUQUÉN","2","Mujeres","60-64",16880
2029,"58","NEUQUÉN","0","Ambos sexos","65-69",27653
2029,"58","NEUQUÉN","1","Varones","65-69",12791
2029,"58","NEUQUÉN","2","Mujeres","65-69",14862
2029,"58","NEUQUÉN","0","Ambos sexos","70-74",22255
2029,"58","NEUQUÉN","1","Varones","70-74",10092
2029,"58","NEUQUÉN","2","Mujeres","70-74",12163
2029,"58","NEUQUÉN","0","Ambos sexos","75-79",16516
2029,"58","NEUQUÉN","1","Varones","75-79",7167
2029,"58","NEUQUÉN","2","Mujeres","75-79",9349
2029,"58","NEUQUÉN","0","Ambos sexos","80-84",10505
2029,"58","NEUQUÉN","1","Varones","80-84",4238
2029,"58","NEUQUÉN","2","Mujeres","80-84",6267
2029,"58","NEUQUÉN","0","Ambos sexos","85-89",5541
2029,"58","NEUQUÉN","1","Varones","85-89",2016
2029,"58","NEUQUÉN","2","Mujeres","85-89",3525
2029,"58","NEUQUÉN","0","Ambos sexos","90-94",2478
2029,"58","NEUQUÉN","1","Varones","90-94",783
2029,"58","NEUQUÉN","2","Mujeres","90-94",1695
2029,"58","NEUQUÉN","0","Ambos sexos","95-99",863
2029,"58","NEUQUÉN","1","Varones","95-99",236
2029,"58","NEUQUÉN","2","Mujeres","95-99",627
2029,"58","NEUQUÉN","0","Ambos sexos","100 y más",233
2029,"58","NEUQUÉN","1","Varones","100 y más",58
2029,"58","NEUQUÉN","2","Mujeres","100 y más",175
2030,"58","NEUQUÉN","0","Ambos sexos","0-4",54379
2030,"58","NEUQUÉN","1","Varones","0-4",28011
2030,"58","NEUQUÉN","2","Mujeres","0-4",26368
2030,"58","NEUQUÉN","0","Ambos sexos","5-9",55204
2030,"58","NEUQUÉN","1","Varones","5-9",28406
2030,"58","NEUQUÉN","2","Mujeres","5-9",26798
2030,"58","NEUQUÉN","0","Ambos sexos","10-14",56756
2030,"58","NEUQUÉN","1","Varones","10-14",29191
2030,"58","NEUQUÉN","2","Mujeres","10-14",27565
2030,"58","NEUQUÉN","0","Ambos sexos","15-19",58212
2030,"58","NEUQUÉN","1","Varones","15-19",29951
2030,"58","NEUQUÉN","2","Mujeres","15-19",28261
2030,"58","NEUQUÉN","0","Ambos sexos","20-24",53834
2030,"58","NEUQUÉN","1","Varones","20-24",27801
2030,"58","NEUQUÉN","2","Mujeres","20-24",26033
2030,"58","NEUQUÉN","0","Ambos sexos","25-29",51545
2030,"58","NEUQUÉN","1","Varones","25-29",26419
2030,"58","NEUQUÉN","2","Mujeres","25-29",25126
2030,"58","NEUQUÉN","0","Ambos sexos","30-34",52333
2030,"58","NEUQUÉN","1","Varones","30-34",26593
2030,"58","NEUQUÉN","2","Mujeres","30-34",25740
