"ano","juri","juri_nombre","sexo_codigo","sexo_nombre","edad","poblacion"
2016,"02","CABA","1","Varones","65-69",57050
2016,"02","CABA","2","Mujeres","65-69",79694
2016,"02","CABA","0","Ambos sexos","70-74",116451
2016,"02","CABA","1","Varones","70-74",46250
2016,"02","CABA","2","Mujeres","70-74",70201
2016,"02","CABA","0","Ambos sexos","75-79",91726
2016,"02","CABA","1","Varones","75-79",33785
2016,"02","CABA","2","Mujeres","75-79",57941
2016,"02","CABA","0","Ambos sexos","80-84",66435
2016,"02","CABA","1","Varones","80-84",22205
2016,"02","CABA","2","Mujeres","80-84",44230
2016,"02","CABA","0","Ambos sexos","85-89",46836
2016,"02","CABA","1","Varones","85-89",13803
2016,"02","CABA","2","Mujeres","85-89",33033
2016,"02","CABA","0","Ambos sexos","90-94",23167
2016,"02","CABA","1","Varones","90-94",6069
2016,"02","CABA","2","Mujeres","90-94",17098
2016,"02","CABA","0","Ambos sexos","95-99",6523
2016,"02","CABA","1","Varones","95-99",1459
2016,"02","CABA","2","Mujeres","95-99",5064
2016,"02","CABA","0","Ambos sexos","100 y más",1137
2016,"02","CABA","1","Varones","100 y más",182
2016,"02","CABA","2","Mujeres","100 y más",955
2017,"02","CABA","0","Ambos sexos","0-4",208194
2017,"02","CABA","1","Varones","0-4",107161
2017,"02","CABA","2","Mujeres","0-4",101033
2017,"02","CABA","0","Ambos sexos","5-9",203314
2017,"02","CABA","1","Varones","5-9",104598
2017,"02","CABA","2","Mujeres","5-9",98716
2017,"02","CABA","0","Ambos sexos","10-14",200467
2017,"02","CABA","1","Varones","10-14",102495
2017,"02","CABA","2","Mujeres","10-14",97972
2017,"02","CABA","0","Ambos sexos","15-19",185416
2017,"02","CABA","1","Varones","15-19",93562
2017,"02","CABA","2","Mujeres","15-19",91854
2017,"02","CABA","0","Ambos sexos","20-24",201483
2017,"02","CABA","1","Varones","20-24",99750
2017,"02","CABA","2","Mujeres","20-24",101733
2017,"02","CABA","0","Ambos sexos","25-29",223561
2017,"02","CABA","1","Varones","25-29",109196
2017,"02","CABA","2","Mujeres","25-29",114365
2017,"02","CABA","0","Ambos sexos","30-34",238200
2017,"02","CABA","1","Varones","30-34",116112
2017,"02","CABA","2","Mujeres","30-34",122088
2017,"02","CABA","0","Ambos sexos","35-39",231768
2017,"02","CABA","1","Varones","35-39",112904
2017,"02","CABA","2","Mujeres","35-39",118864
2017,"02","CABA","0","Ambos sexos","40-44",217891
2017,"02","CABA","1","Varones","40-44",105082
2017,"02","CABA","2","Mujeres","40-44",112809
2017,"02","CABA","0","Ambos sexos","45-49",185140
2017,"02","CABA","1","Varones","45-49",87512
2017,"02","CABA","2","Mujeres","45-49",97628
2017,"02","CABA","0","Ambos sexos","50-54",163496
2017,"02","CABA","1","Varones","50-54",75645
2017,"02","CABA","2","Mujeres","50-54",87851
2017,"02","CABA","0","Ambos sexos","55-59",160486
2017,"02","CABA","1","Varones","55-59",72005
2017,"02","CABA","2","Mujeres","55-59",88481
2017,"02","CABA","0","Ambos sexos","60-64",151535
2017,"02","CABA","1","Varones","60-64",65761
2017,"02","CABA","2","Mujeres","60-64",85774
2017,"02","CABA","0","Ambos sexos","65-69",137283
2017,"02","CABA","1","Varones","65-69",57354
2017,"02","CABA","2","Mujeres","65-69",79929
2017,"02","CABA","0","Ambos sexos","70-74",118042
2017,"02","CABA","1","Varones","70-74",46928
2017,"02","CABA","2","Mujeres","70-74",71114
2017,"02","CABA","0","Ambos sexos","75-79",93044
2017,"02","CABA","1","Varones","75-79",34344
2017,"02","CABA","2","Mujeres","75-79",58700
2017,"02","CABA","0","Ambos sexos","80-84",66653
2017,"02","CABA","1","Varones","80-84",22312
2017,"02","CABA","2","Mujeres","80-84",44341
2017,"02","CABA","0","Ambos sexos","85-89",45583
2017,"02","CABA","1","Varones","85-89",13510
2017,"02","CABA","2","Mujeres","85-89",32073
2017,"02","CABA","0","Ambos sexos","90-94",23882
2017,"02","CABA","1","Varones","90-94",6268
2017,"02","CABA","2","Mujeres","90-94",17614
2017,"02","CABA","0","Ambos sexos","95-99",7059
2017,"02","CABA","1","Varones","95-99",1619
2017,"02","CABA","2","Mujeres","95-99",5440
2017,"02","CABA","0","Ambos sexos","100 y más",1231
2017,"02","CABA","1","Varones","100 y más",205
2017,"02","CABA","2","Mujeres","100 y más",1026
2018,"02","CABA","0","Ambos sexos","0-4",206987
2018,"02","CABA","1","Varones","0-4",106543
2018,"02","CABA","2","Mujeres","0-4",100444
2018,"02","CABA","0","Ambos sexos","5-9",202637
2018,"02","CABA","1","Varones","5-9",104260
2018,"02","CABA","2","Mujeres","5-9",98377
2018,"02","CABA","0","Ambos sexos","10-14",201321
2018,"02","CABA","1","Varones","10-14",103042
2018,"02","CABA","2","Mujeres","10-14",98279
2018,"02","CABA","0","Ambos sexos","15-19",186460
2018,"02","CABA","1","Varones","15-19",94342
2018,"02","CABA","2","Mujeres","15-19",92118
2018,"02","CABA","0","Ambos sexos","20-24",198709
2018,"02","CABA","1","Varones","20-24",98589
2018,"02","CABA","2","Mujeres","20-24",100120
2018,"02","CABA","0","Ambos sexos","25-29",217947
2018,"02","CABA","1","Varones","25-29",106619
2018,"02","CABA","2","Mujeres","25-29",111328
2018,"02","CABA","0","Ambos sexos","30-34",238445
2018,"02","CABA","1","Varones","30-34",116251
2018,"02","CABA","2","Mujeres","30-34",122194
2018,"02","CABA","0","Ambos sexos","35-39",230684
2018,"02","CABA","1","Varones","35-39",112354
2018,"02","CABA","2","Mujeres","35-39",118330
2018,"02","CABA","0","Ambos sexos","40-44",220599
2018,"02","CABA","1","Varones","40-44",106598
2018,"02","CABA","2","Mujeres","40-44",114001
2018,"02","CABA","0","Ambos sexos","45-49",191674
2018,"02","CABA","1","Varones","45-49",90836
2018,"02","CABA","2","Mujeres","45-49",100838
2018,"02","CABA","0","Ambos sexos","50-54",164141
2018,"02","CABA","1","Varones","50-54",76151
2018,"02","CABA","2","Mujeres","50-54",87990
2018,"02","CABA","0","Ambos sexos","55-59",159210
2018,"02","CABA","1","Varones","55-59",71665
2018,"02","CABA","2","Mujeres","55-59",87545
2018,"02","CABA","0","Ambos sexos","60-64",152514
2018,"02","CABA","1","Varones","60-64",66342
2018,"02","CABA","2","Mujeres","60-64",86172
2018,"02","CABA","0","Ambos sexos","65-69",137687
2018,"02","CABA","1","Varones","65-69",57610
2018,"02","CABA","2","Mujeres","65-69",80077
2018,"02","CABA","0","Ambos sexos","70-74",119546
2018,"02","CABA","1","Varones","70-74",47577
2018,"02","CABA","2","Mujeres","70-74",71969
2018,"02","CABA","0","Ambos sexos","75-79",94480
2018,"02","CABA","1","Varones","75-79",34952
2018,"02","CABA","2","Mujeres","75-79",59528
2018,"02","CABA","0","Ambos sexos","80-84",67286
2018,"02","CABA","1","Varones","80-84",22550
2018,"02","CABA","2","Mujeres","80-84",44736
2018,"02","CABA","0","Ambos sexos","85-89",44363
2018,"02","CABA","1","Varones","85-89",13238
2018,"02","CABA","2","Mujeres","85-89",31125
2018,"02","CABA","0","Ambos sexos","90-94",24443
2018,"02","CABA","1","Varones","90-94",6419
2018,"02","CABA","2","Mujeres","90-94",18024
2018,"02","CABA","0","Ambos sexos","95-99",7539
2018,"02","CABA","1","Varones","95-99",1755
2018,"02","CABA","2","Mujeres","95-99",5784
2018,"02","CABA","0","Ambos sexos","100 y más",1371
2018,"02","CABA","1","Varones","100 y más",243
2018,"02","CABA","2","Mujeres","100 y más",1128
2019,"02","CABA","0","Ambos sexos","0-4",205585
2019,"02","CABA","1","Varones","0-4",105824
2019,"02","CABA","2","Mujeres","0-4",99761
2019,"02","CABA","0","Ambos sexos","5-9",202308
2019,"02","CABA","1","Varones","5-9",104073
2019,"02","CABA","2","Mujeres","5-9",98235
2019,"02","CABA","0","Ambos sexos","10-14",200590
2019,"02","CABA","1","Varones","10-14",102793
2019,"02","CABA","2","Mujeres","10-14",97797
2019,"02","CABA","0","Ambos sexos","15-19",189040
2019,"02","CABA","1","Varones","15-19",95868
2019,"02","CABA","2","Mujeres","15-19",93172
2019,"02","CABA","0","Ambos sexos","20-24",195869
2019,"02","CABA","1","Varones","20-24",97401
2019,"02","CABA","2","Mujeres","20-24",98468
2019,"02","CABA","0","Ambos sexos","25-29",213717
2019,"02","CABA","1","Varones","25-29",104740
2019,"02","CABA","2","Mujeres","25-29",108977
2019,"02","CABA","0","Ambos sexos","30-34",236770
2019,"02","CABA","1","Varones","30-34",115461
2019,"02","CABA","2","Mujeres","30-34",121309
2019,"02","CABA","0","Ambos sexos","35-39",229679
2019,"02","CABA","1","Varones","35-39",111850
2019,"02","CABA","2","Mujeres","35-39",117829
2019,"02","CABA","0","Ambos sexos","40-44",222473
2019,"02","CABA","1","Varones","40-44",107667
2019,"02","CABA","2","Mujeres","40-44",114806
2019,"02","CABA","0","Ambos sexos","45-49",197947
2019,"02","CABA","1","Varones","45-49",94051
2019,"02","CABA","2","Mujeres","45-49",103896
2019,"02","CABA","0","Ambos sexos","50-54",165908
2019,"02","CABA","1","Varones","50-54",77175
2019,"02","CABA","2","Mujeres","50-54",88733
2019,"02","CABA","0","Ambos sexos","55-59",158064
2019,"02","CABA","1","Varones","55-59",71396
2019,"02","CABA","2","Mujeres","55-59",86668
2019,"02","CABA","0","Ambos sexos","60-64",153158
2019,"02","CABA","1","Varones","60-64",66791
2019,"02","CABA","2","Mujeres","60-64",86367
2019,"02","CABA","0","Ambos sexos","65-69",138136
2019,"02","CABA","1","Varones","65-69",57902
2019,"02","CABA","2","Mujeres","65-69",80234
2019,"02","CABA","0","Ambos sexos","70-74",120884
2019,"02","CABA","1","Varones","70-74",48174
2019,"02","CABA","2","Mujeres","70-74",72710
2019,"02","CABA","0","Ambos sexos","75-79",95976
2019,"02","CABA","1","Varones","75-79",35577
2019,"02","CABA","2","Mujeres","75-79",60399
2019,"02","CABA","0","Ambos sexos","80-84",68178
2019,"02","CABA","1","Varones","80-84",22884
2019,"02","CABA","2","Mujeres","80-84",45294
2019,"02","CABA","0","Ambos sexos","85-89",43495
2019,"02","CABA","1","Varones","85-89",13062
2019,"02","CABA","2","Mujeres","85-89",30433
2019,"02","CABA","0","Ambos sexos","90-94",24728
2019,"02","CABA","1","Varones","90-94",6497
2019,"02","CABA","2","Mujeres","90-94",18231
2019,"02","CABA","0","Ambos sexos","95-99",7985
2019,"02","CABA","1","Varones","95-99",1875
2019,"02","CABA","2","Mujeres","95-99",6110
2019,"02","CABA","0","Ambos sexos","100 y más",1539
2019,"02","CABA","1","Varones","100 y más",289
2019,"02","CABA","2","Mujeres","100 y más",1250
2020,"02","CABA","0","Ambos sexos","0-4",204007
2020,"02","CABA","1","Varones","0-4",105015
2020,"02","CABA","2","Mujeres","0-4",98992
2020,"02","CABA","0","Ambos sexos","5-9",202200
2020,"02","CABA","1","Varones","5-9",103973
2020,"02","CABA","2","Mujeres","5-9",98227
2020,"02","CABA","0","Ambos sexos","10-14",198935
2020,"02","CABA","1","Varones","10-14",102081
2020,"02","CABA","2","Mujeres","10-14",96854
2020,"02","CABA","0","Ambos sexos","15-19",192179
2020,"02","CABA","1","Varones","15-19",97651
2020,"02","CABA","2","Mujeres","15-19",94528
2020,"02","CABA","0","Ambos sexos","20-24",193088
2020,"02","CABA","1","Varones","20-24",96245
2020,"02","CABA","2","Mujeres","20-24",96843
2020,"02","CABA","0","Ambos sexos","25-29",211953
2020,"02","CABA","1","Varones","25-29",104083
2020,"02","CABA","2","Mujeres","25-29",107870
2020,"02","CABA","0","Ambos sexos","30-34",232275
2020,"02","CABA","1","Varones","30-34",113301
2020,"02","CABA","2","Mujeres","30-34",118974
2020,"02","CABA","0","Ambos sexos","35-39",229085
2020,"02","CABA","1","Varones","35-39",111570
2020,"02","CABA","2","Mujeres","35-39",117515
2020,"02","CABA","0","Ambos sexos","40-44",223548
2020,"02","CABA","1","Varones","40-44",108302
2020,"02","CABA","2","Mujeres","40-44",115246
2020,"02","CABA","0","Ambos sexos","45-49",203306
2020,"02","CABA","1","Varones","45-49",96849
2020,"02","CABA","2","Mujeres","45-49",106457
2020,"02","CABA","0","Ambos sexos","50-54",169027
2020,"02","CABA","1","Varones","50-54",78818
2020,"02","CABA","2","Mujeres","50-54",90209
2020,"02","CABA","0","Ambos sexos","55-59",157343
2020,"02","CABA","1","Varones","55-59",71332
2020,"02","CABA","2","Mujeres","55-59",86011
2020,"02","CABA","0","Ambos sexos","60-64",153265
2020,"02","CABA","1","Varones","60-64",67020
2020,"02","CABA","2","Mujeres","60-64",86245
2020,"02","CABA","0","Ambos sexos","65-69",138735
2020,"02","CABA","1","Varones","65-69",58266
2020,"02","CABA","2","Mujeres","65-69",80469
2020,"02","CABA","0","Ambos sexos","70-74",122012
2020,"02","CABA","1","Varones","70-74",48705
2020,"02","CABA","2","Mujeres","70-74",73307
2020,"02","CABA","0","Ambos sexos","75-79",97501
2020,"02","CABA","1","Varones","75-79",36206
2020,"02","CABA","2","Mujeres","75-79",61295
2020,"02","CABA","0","Ambos sexos","80-84",69205
2020,"02","CABA","1","Varones","80-84",23286
2020,"02","CABA","2","Mujeres","80-84",45919
2020,"02","CABA","0","Ambos sexos","85-89",43131
2020,"02","CABA","1","Varones","85-89",13012
2020,"02","CABA","2","Mujeres","85-89",30119
2020,"02","CABA","0","Ambos sexos","90-94",24717
2020,"02","CABA","1","Varones","90-94",6506
2020,"02","CABA","2","Mujeres","90-94",18211
2020,"02","CABA","0","Ambos sexos","95-99",8412
2020,"02","CABA","1","Varones","95-99",1986
2020,"02","CABA","2","Mujeres","95-99",6426
2020,"02","CABA","0","Ambos sexos","100 y más",1722
2020,"02","CABA","1","Varones","100 y más",338
2020,"02","CABA","2","Mujeres","100 y más",1384
2021,"02","CABA","0","Ambos sexos","0-4",202276
2021,"02","CABA","1","Varones","0-4",104126
2021,"02","CABA","2","Mujeres","0-4",98150
2021,"02","CABA","0","Ambos sexos","5-9",201450
2021,"02","CABA","1","Varones","5-9",103592
2021,"02","CABA","2","Mujeres","5-9",97858
2021,"02","CABA","0","Ambos sexos","10-14",197620
2021,"02","CABA","1","Varones","10-14",101471
2021,"02","CABA","2","Mujeres","10-14",96149
2021,"02","CABA","0","Ambos sexos","15-19",195299
2021,"02","CABA","1","Varones","15-19",99403
2021,"02","CABA","2","Mujeres","15-19",95896
2021,"02","CABA","0","Ambos sexos","20-24",191121
2021,"02","CABA","1","Varones","20-24",95498
2021,"02","CABA","2","Mujeres","20-24",95623
2021,"02","CABA","0","Ambos sexos","25-29",209628
2021,"02","CABA","1","Varones","25-29",103150
2021,"02","CABA","2","Mujeres","25-29",106478
2021,"02","CABA","0","Ambos sexos","30-34",227098
2021,"02","CABA","1","Varones","30-34",110846
2021,"02","CABA","2","Mujeres","30-34",116252
2021,"02","CABA","0","Ambos sexos","35-39",229265
2021,"02","CABA","1","Varones","35-39",111684
2021,"02","CABA","2","Mujeres","35-39",117581
2021,"02","CABA","0","Ambos sexos","40-44",223732
2021,"02","CABA","1","Varones","40-44",108450
2021,"02","CABA","2","Mujeres","40-44",115282
2021,"02","CABA","0","Ambos sexos","45-49",207663
2021,"02","CABA","1","Varones","45-49",99170
2021,"02","CABA","2","Mujeres","45-49",108493
2021,"02","CABA","0","Ambos sexos","50-54",173627
2021,"02","CABA","1","Varones","50-54",81174
2021,"02","CABA","2","Mujeres","50-54",92453
2021,"02","CABA","0","Ambos sexos","55-59",156995
2021,"02","CABA","1","Varones","55-59",71425
2021,"02","CABA","2","Mujeres","55-59",85570
2021,"02","CABA","0","Ambos sexos","60-64",152784
2021,"02","CABA","1","Varones","60-64",67011
2021,"02","CABA","2","Mujeres","60-64",85773
2021,"02","CABA","0","Ambos sexos","65-69",139588
2021,"02","CABA","1","Varones","65-69",58758
2021,"02","CABA","2","Mujeres","65-69",80830
2021,"02","CABA","0","Ambos sexos","70-74",122866
2021,"02","CABA","1","Varones","70-74",49130
2021,"02","CABA","2","Mujeres","70-74",73736
2021,"02","CABA","0","Ambos sexos","75-79",99037
2021,"02","CABA","1","Varones","75-79",36842
2021,"02","CABA","2","Mujeres","75-79",62195
2021,"02","CABA","0","Ambos sexos","80-84",70354
2021,"02","CABA","1","Varones","80-84",23744
2021,"02","CABA","2","Mujeres","80-84",46610
2021,"02","CABA","0","Ambos sexos","85-89",43248
2021,"02","CABA","1","Varones","85-89",13088
2021,"02","CABA","2","Mujeres","85-89",30160
2021,"02","CABA","0","Ambos sexos","90-94",24433
2021,"02","CABA","1","Varones","90-94",6453
2021,"02","CABA","2","Mujeres","90-94",17980
2021,"02","CABA","0","Ambos sexos","95-99",8839
2021,"02","CABA","1","Varones","95-99",2092
2021,"02","CABA","2","Mujeres","95-99",6747
2021,"02","CABA","0","Ambos sexos","100 y más",1913
2021,"02","CABA","1","Varones","100 y más",388
2021,"02","CABA","2","Mujeres","100 y más",1525
2022,"02","CABA","0","Ambos sexos","0-4",200418
2022,"02","CABA","1","Varones","0-4",103172
2022,"02","CABA","2","Mujeres","0-4",97246
2022,"02","CABA","0","Ambos sexos","5-9",200433
2022,"02","CABA","1","Varones","5-9",103075
2022,"02","CABA","2","Mujeres","5-9",97358
2022,"02","CABA","0","Ambos sexos","10-14",196543
2022,"02","CABA","1","Varones","10-14",100958
2022,"02","CABA","2","Mujeres","10-14",95585
2022,"02","CABA","0","Ambos sexos","15-19",197946
2022,"02","CABA","1","Varones","15-19",100887
2022,"02","CABA","2","Mujeres","15-19",97059
2022,"02","CABA","0","Ambos sexos","20-24",190018
2022,"02","CABA","1","Varones","20-24",95190
2022,"02","CABA","2","Mujeres","20-24",94828
2022,"02","CABA","0","Ambos sexos","25-29",207030
2022,"02","CABA","1","Varones","25-29",102083
2022,"02","CABA","2","Mujeres","25-29",104947
2022,"02","CABA","0","Ambos sexos","30-34",221227
2022,"02","CABA","1","Varones","30-34",108103
2022,"02","CABA","2","Mujeres","30-34",113124
2022,"02","CABA","0","Ambos sexos","35-39",229972
2022,"02","CABA","1","Varones","35-39",112052
2022,"02","CABA","2","Mujeres","35-39",117920
2022,"02","CABA","0","Ambos sexos","40-44",223077
2022,"02","CABA","1","Varones","40-44",108142
2022,"02","CABA","2","Mujeres","40-44",114935
2022,"02","CABA","0","Ambos sexos","45-49",211216
2022,"02","CABA","1","Varones","45-49",101106
2022,"02","CABA","2","Mujeres","45-49",110110
2022,"02","CABA","0","Ambos sexos","50-54",179465
2022,"02","CABA","1","Varones","50-54",84138
2022,"02","CABA","2","Mujeres","50-54",95327
2022,"02","CABA","0","Ambos sexos","55-59",156995
2022,"02","CABA","1","Varones","55-59",71654
2022,"02","CABA","2","Mujeres","55-59",85341
2022,"02","CABA","0","Ambos sexos","60-64",151839
2022,"02","CABA","1","Varones","60-64",66816
2022,"02","CABA","2","Mujeres","60-64",85023
2022,"02","CABA","0","Ambos sexos","65-69",140629
2022,"02","CABA","1","Varones","65-69",59348
2022,"02","CABA","2","Mujeres","65-69",81281
2022,"02","CABA","0","Ambos sexos","70-74",123478
2022,"02","CABA","1","Varones","70-74",49474
2022,"02","CABA","2","Mujeres","70-74",74004
2022,"02","CABA","0","Ambos sexos","75-79",100577
2022,"02","CABA","1","Varones","75-79",37483
2022,"02","CABA","2","Mujeres","75-79",63094
2022,"02","CABA","0","Ambos sexos","80-84",71620
2022,"02","CABA","1","Varones","80-84",24245
2022,"02","CABA","2","Mujeres","80-84",47375
2022,"02","CABA","0","Ambos sexos","85-89",43697
2022,"02","CABA","1","Varones","85-89",13248
2022,"02","CABA","2","Mujeres","85-89",30449
2022,"02","CABA","0","Ambos sexos","90-94",24011
2022,"02","CABA","1","Varones","90-94",6379
2022,"02","CABA","2","Mujeres","90-94",17632
2022,"02","CABA","0","Ambos sexos","95-99",9253
2022,"02","CABA","1","Varones","95-99",2189
2022,"02","CABA","2","Mujeres","95-99",7064
2022,"02","CABA","0","Ambos sexos","100 y más",2106
2022,"02","CABA","1","Varones","100 y más",437
2022,"02","CABA","2","Mujeres","100 y más",1669
2023,"02","CABA","0","Ambos sexos","0-4",198465
2023,"02","CABA","1","Varones","0-4",102170
2023,"02","CABA","2","Mujeres","0-4",96295
2023,"02","CABA","0","Ambos sexos","5-9",199184
2023,"02","CABA","1","Varones","5-9",102437
2023,"02","CABA","2","Mujeres","5-9",96747
2023,"02","CABA","0","Ambos sexos","10-14",195821
2023,"02","CABA","1","Varones","10-14",100599
2023,"02","CABA","2","Mujeres","10-14",95222
2023,"02","CABA","0","Ambos sexos","15-19",198749
2023,"02","CABA","1","Varones","15-19",101410
2023,"02","CABA","2","Mujeres","15-19",97339
2023,"02","CABA","0","Ambos sexos","20-24",190972
2023,"02","CABA","1","Varones","20-24",95929
2023,"02","CABA","2","Mujeres","20-24",95043
2023,"02","CABA","0","Ambos sexos","25-29",204154
2023,"02","CABA","1","Varones","25-29",100876
2023,"02","CABA","2","Mujeres","25-29",103278
2023,"02","CABA","0","Ambos sexos","30-34",215555
2023,"02","CABA","1","Varones","30-34",105502
2023,"02","CABA","2","Mujeres","30-34",110053
2023,"02","CABA","0","Ambos sexos","35-39",230174
2023,"02","CABA","1","Varones","35-39",112174
2023,"02","CABA","2","Mujeres","35-39",118000
2023,"02","CABA","0","Ambos sexos","40-44",221978
2023,"02","CABA","1","Varones","40-44",107590
2023,"02","CABA","2","Mujeres","40-44",114388
2023,"02","CABA","0","Ambos sexos","45-49",213901
2023,"02","CABA","1","Varones","45-49",102610
2023,"02","CABA","2","Mujeres","45-49",111291
2023,"02","CABA","0","Ambos sexos","50-54",185915
2023,"02","CABA","1","Varones","50-54",87410
2023,"02","CABA","2","Mujeres","50-54",98505
2023,"02","CABA","0","Ambos sexos","55-59",157670
2023,"02","CABA","1","Varones","55-59",72178
2023,"02","CABA","2","Mujeres","55-59",85492
2023,"02","CABA","0","Ambos sexos","60-64",150695
2023,"02","CABA","1","Varones","60-64",66550
2023,"02","CABA","2","Mujeres","60-64",84145
2023,"02","CABA","0","Ambos sexos","65-69",141643
2023,"02","CABA","1","Varones","65-69",59944
2023,"02","CABA","2","Mujeres","65-69",81699
2023,"02","CABA","0","Ambos sexos","70-74",123968
2023,"02","CABA","1","Varones","70-74",49775
2023,"02","CABA","2","Mujeres","70-74",74193
2023,"02","CABA","0","Ambos sexos","75-79",102036
2023,"02","CABA","1","Varones","75-79",38099
2023,"02","CABA","2","Mujeres","75-79",63937
2023,"02","CABA","0","Ambos sexos","80-84",72976
2023,"02","CABA","1","Varones","80-84",24782
2023,"02","CABA","2","Mujeres","80-84",48194
2023,"02","CABA","0","Ambos sexos","85-89",44403
2023,"02","CABA","1","Varones","85-89",13486
2023,"02","CABA","2","Mujeres","85-89",30917
2023,"02","CABA","0","Ambos sexos","90-94",23605
2023,"02","CABA","1","Varones","90-94",6313
2023,"02","CABA","2","Mujeres","90-94",17292
2023,"02","CABA","0","Ambos sexos","95-99",9604
2023,"02","CABA","1","Varones","95-99",2269
2023,"02","CABA","2","Mujeres","95-99",7335
2023,"02","CABA","0","Ambos sexos","100 y más",2302
2023,"02","CABA","1","Varones","100 y más",485
2023,"02","CABA","2","Mujeres","100 y más",1817
2024,"02","CABA","0","Ambos sexos","0-4",196440
2024,"02","CABA","1","Varones","0-4",101130
2024,"02","CABA","2","Mujeres","0-4",95310
2024,"02","CABA","0","Ambos sexos","5-9",197744
2024,"02","CABA","1","Varones","5-9",101700
2024,"02","CABA","2","Mujeres","5-9",96044
2024,"02","CABA","0","Ambos sexos","10-14",195446
2024,"02","CABA","1","Varones","10-14",100390
2024,"02","CABA","2","Mujeres","10-14",95056
2024,"02","CABA","0","Ambos sexos","15-19",197965
2024,"02","CABA","1","Varones","15-19",101138
2024,"02","CABA","2","Mujeres","15-19",96827
2024,"02","CABA","0","Ambos sexos","20-24",193462
2024,"02","CABA","1","Varones","20-24",97411
2024,"02","CABA","2","Mujeres","20-24",96051
2024,"02","CABA","0","Ambos sexos","25-29",201212
2024,"02","CABA","1","Varones","25-29",99642
2024,"02","CABA","2","Mujeres","25-29",101570
2024,"02","CABA","0","Ambos sexos","30-34",211261
2024,"02","CABA","1","Varones","30-34",103598
2024,"02","CABA","2","Mujeres","30-34",107663
2024,"02","CABA","0","Ambos sexos","35-39",228456
2024,"02","CABA","1","Varones","35-39",111366
2024,"02","CABA","2","Mujeres","35-39",117090
2024,"02","CABA","0","Ambos sexos","40-44",220962
2024,"02","CABA","1","Varones","40-44",107087
2024,"02","CABA","2","Mujeres","40-44",113875
2024,"02","CABA","0","Ambos sexos","45-49",215759
2024,"02","CABA","1","Varones","45-49",103674
2024,"02","CABA","2","Mujeres","45-49",112085
2024,"02","CABA","0","Ambos sexos","50-54",192107
2024,"02","CABA","1","Varones","50-54",90575
2024,"02","CABA","2","Mujeres","50-54",101532
2024,"02","CABA","0","Ambos sexos","55-59",159444
2024,"02","CABA","1","Varones","55-59",73205
2024,"02","CABA","2","Mujeres","55-59",86239
2024,"02","CABA","0","Ambos sexos","60-64",149668
2024,"02","CABA","1","Varones","60-64",66347
2024,"02","CABA","2","Mujeres","60-64",83321
2024,"02","CABA","0","Ambos sexos","65-69",142339
2024,"02","CABA","1","Varones","65-69",60420
2024,"02","CABA","2","Mujeres","65-69",81919
2024,"02","CABA","0","Ambos sexos","70-74",124496
2024,"02","CABA","1","Varones","70-74",50105
2024,"02","CABA","2","Mujeres","70-74",74391
2024,"02","CABA","0","Ambos sexos","75-79",103349
2024,"02","CABA","1","Varones","75-79",38669
2024,"02","CABA","2","Mujeres","75-79",64680
2024,"02","CABA","0","Ambos sexos","80-84",74379
2024,"02","CABA","1","Varones","80-84",25334
2024,"02","CABA","2","Mujeres","80-84",49045
2024,"02","CABA","0","Ambos sexos","85-89",45270
2024,"02","CABA","1","Varones","85-89",13778
2024,"02","CABA","2","Mujeres","85-89",31492
2024,"02","CABA","0","Ambos sexos","90-94",23387
2024,"02","CABA","1","Varones","90-94",6295
2024,"02","CABA","2","Mujeres","90-94",17092
2024,"02","CABA","0","Ambos sexos","95-99",9835
2024,"02","CABA","1","Varones","95-99",2320
2024,"02","CABA","2","Mujeres","95-99",7515
2024,"02","CABA","0","Ambos sexos","100 y más",2502
2024,"02","CABA","1","Varones","100 y más",532
2024,"02","CABA","2","Mujeres","100 y más",1970
2025,"02","CABA","0","Ambos sexos","0-4",194379
2025,"02","CABA","1","Varones","0-4",100070
2025,"02","CABA","2","Mujeres","0-4",94309
2025,"02","CABA","0","Ambos sexos","5-9",196125
2025,"02","CABA","1","Varones","5-9",100874
2025,"02","CABA","2","Mujeres","5-9",95251
2025,"02","CABA","0","Ambos sexos","10-14",195294
2025,"02","CABA","1","Varones","10-14",100269
2025,"02","CABA","2","Mujeres","10-14",95025
2025,"02","CABA","0","Ambos sexos","15-19",196262
2025,"02","CABA","1","Varones","15-19",100405
2025,"02","CABA","2","Mujeres","15-19",95857
2025,"02","CABA","0","Ambos sexos","20-24",196502
2025,"02","CABA","1","Varones","20-24",99148
2025,"02","CABA","2","Mujeres","20-24",97354
2025,"02","CABA","0","Ambos sexos","25-29",198334
2025,"02","CABA","1","Varones","25-29",98441
2025,"02","CABA","2","Mujeres","25-29",99893
2025,"02","CABA","0","Ambos sexos","30-34",209424
2025,"02","CABA","1","Varones","30-34",102907
2025,"02","CABA","2","Mujeres","30-34",106517
2025,"02","CABA","0","Ambos sexos","35-39",223931
2025,"02","CABA","1","Varones","35-39",109198
2025,"02","CABA","2","Mujeres","35-39",114733
2025,"02","CABA","0","Ambos sexos","40-44",220349
2025,"02","CABA","1","Varones","40-44",106803
2025,"02","CABA","2","Mujeres","40-44",113546
2025,"02","CABA","0","Ambos sexos","45-49",216824
2025,"02","CABA","1","Varones","45-49",104307
2025,"02","CABA","2","Mujeres","45-49",112517
